աջափ	14
կախված	14
խոլայ	14
կապած	14
հայոց	14
հոնեն	14
էղար	14
ժողովուրդը	14
գոհ	14
թեփեն	14
բաբա	14
տղաքը	14
հանե	14
կեշտանք	14
տուռին	14
յոռոխ	14
առնում	14
դավուլին	14
վու	14
ամեսենը	14
վառուշ	14
շալթրի	14
գալաջին	14
համով	14
գլոխս	14
կլան	14
բանած	14
բեր	14
նաքայալ	14
փառք	14
գայանեն	14
բէս	14
արաբը	14
կոպուրին	13
տեղես	13
նայեցա	13
աշակերտները	13
թիվ	13
ձեռքի	13
ամիս	13
քալ	13
հետեն	13
կեշտամ	13
ձուկ	13
հավ	13
տուվեք	13
նըստանք	13
տակի	13
ել	13
մաշդոց	13
թոփտիյի	13
մետոմը	13
քուքամ	13
ծախս	13
առիլ	13
եգոռիչին	13
կնիկս	13
դուր	13
ախպարըս	13
ինչերով	13
տարած	13
կոլխոզին	13
մնացիլ	13
շատերը	13
քեսեք	13
արշակ	13
դագը	13
դագեն	13
փեսա	13
էլլիլ	13
չնայած	13
խնդացինք	13
ֆայդա	13
տայամիշ	13
միտքես	13
չուներ	13
բեքիմ	13
բերելու	13
օշթախըս	13
անուն	13
ժամանակվան	13
հորսուկու	13
շրջանի	13
սովետական	13
անունները	13
այսքանը	13
մանուկ	13
գ	13
աշոտ	13
քովերը	13
ժեքում	13
բելնի	13
դեվը	13
աշխարքիս	13
բայթալը	13
հրաշք	13
ալլեմը	13
կուտամ	13
աստուծու	13
տերոչը	13
շամաթա	13
բոռյային	13
կովը	13
ռոստով	13
միկիշը	13
յոռան	13
լանը	13
կենալու	13
դեղը	13
կինմաշդիք	13
պիվա	13
դավուլը	13
ինքդ	13
սանթուշ	13
էգիլ	13
գնայիմ	13
սուֆան	13
գարջը	13
խոսվածքով	12
տար	12
փոսը	12
ոտքերը	12
նրանք	12
աթոռքին	12
դուռ	12
ինչպես	12
նայեցեք	12
չինին	12
տերը	12
տիմացը	12
կյանք	12
կամաց-կամաց	12
բերեք	12
բերբեր	12
կորավ	12
թամամ	12
կոլխոզը	12
էղենը	12
բաբաս	12
էլլիմ	12
քուքաս	12
էգա	12
տուսը	12
անելուն	12
վըտեխ	12
հեքիմը	12
բալամ	12
չէի	12
ջար	12
կիդե	12
պերիլ	12
տուս	12
երվանդ	12
պատմություն	12
նստանք	12
որովհետև	12
թախմ	12
չիք	12
լսե	12
հատին	12
գընաց	12
յարդմ	12
բազար	12
ասքով-անքով	12
ասծու	12
էկիցեք	12
ձմեռվան	12
հարփած	12
ետ	12
գեղ	12
մեչերեն	12
սոխախը	12
քաշից	12
չէին	12
որպես	12
գլոխեն	12
չուզիմ	12
զոռով	12
հանելու	12
տարիլ	12
եզերուն	12
ջոգ	12
կիմանա	12
6	12
անպատճառ	12
առաչները	12
սարգիս	12
իրավունք	12
միամթե	12
բաբային	12
բաբան	12
մաման	12
էգան	12
պարապ	12
փենջերեյին	12
շունին	12
մեքատին	12
իդայալ	12
ցյաբո	12
տղիս	12
մեքամ	12
սըհաթ	12
բաղ	12
մուտնում	12
չիքան	12
մեչքըս	12
քշկորը	12
ջաշնա	12
ռայոնին	12
տռուբկան	12
ազբարեն	12
դարի	12
վաշտան	12
շինխվան	12
կուկա	12
ձանը	11
խամութին	11
թաթավ	11
վաժատուն	11
կարմիր	11
ըլան	11
խրատ	11
ամբողջ	11
կյանքին	11
էիր	11
չիմացա	11
տակ	11
մե	11
սեր	11
արդեն	11
ունեցած	11
յոխ	11
կոտռած	11
տաճկան	11
օլնու	11
ճամփան	11
վազելեն	11
հացը	11
առչովի	11
քխնդան	11
պատին	11
իմացիլ	11
ձեռք	11
մեծային	11
կընայինք	11
ջուրերը	11
հոժարութին	11
սիրտին	11
պերից	11
ցավ	11
հանած	11
սիպես	11
ստոլ	11
գալաջիյով	11
էլլե	11
փոսին	11
հանին	11
երեխաներուն	11
կուտային	11
յայան	11
քովըս	11
միամիտ	11
էրկունցունում	11
չիլալե	11
մար	11
ստակը	11
չելլա	11
անչափ	11
էղիր	11
անուշ	11
թեք	11
տան	11
հայերը	11
որոշեցի	11
լեզվի	11
լեզվով	11
հարկավոր	11
վարքի	11
թագավոր	11
չունին	11
երեխային	11
կուլա	11
կես	11
մեկալն	11
օրեն	11
ինքըդ	11
խուզի	11
աչքին	11
տունեն	11
օխտը	11
մեռնիմ	11
կեցած	11
վառատային	11
բազարեն	11
ադպեսենը	11
այսինքն	11
գանին	11
անելուս	11
օշթախիս	11
դավիթ	11
հավա	11
ֆեդյային	11
շտէ	11
ջաղաչք	11
կեշթանք	11
աղչիկանը	11
մեքատը	11
աղչիկը	11
թելեֆոնով	11
փորեն	11
հայվանը	11
էդեվ	11
ֆալ	11
աշային	11
ախպարս	11
աղավնին	11
կիդիսկինը	11
յանգայիս	11
կուն	11
դունը	11
շադ	11
վօր	11
թօ	11
հասա	10
հոտեն	10
վերեն	10
էլլի	10
քովերըս	10
կառնուս	10
մնացին	10
անունն	10
նըստավ	10
խոսքեր	10
տռնավուճին	10
ճամփա	10
կրակ	10
1975	10
առաջ	10
իմացավ	10
անտեղը	10
պատերազմի	10
գրված	10
անող	10
գընայիս	10
քունի	10
էկածին	10
պանըտ	10
կըտանե	10
հայտը	10
կանչե	10
գալաջիները	10
տեսածովը	10
ուտել	10
կունենա	10
կաթի	10
հավատա	10
ասելեն	10
պեր	10
ունե	10
ձանով	10
վերուց	10
կանը	10
սաքան	10
կանցընե	10
նեսը	10
քաշած	10
իմացար	10
ասիր	10
գնելու	10
կեր	10
տանին	10
բառկած	10
հոգի	10
ջուրով	10
լալու	10
պատճառը	10
անունըս	10
մելքոն	10
տանիմ	10
մեկտոմ	10
օշտախներուս	10
խաչեխպար	10
արածը	10
ծարեն	10
խմելույին	10
մոտկըցավ	10
կենաս	10
զաբոռին	10
նայա	10
դրա	10
ունեցավ	10
խաբուլ	10
չանի	10
տես	10
վարը	10
2	10
ունի	10
թոռին	10
ասելուս	10
պատասխան	10
մտած	10
արտաշես	10
ատամանյան	10
յաշեր	10
աման	10
կանչելեն	10
դեվին	10
քառսուն	10
թաբլից	10
թեզ	10
հարսնիքի	10
չուզե	10
լալեն	10
օշտախին	10
հիվանտես	10
նամանավանդ	10
պանն	10
անգից	10
սիրտով	10
կանեին	10
էդևեն	10
ժամանակմ	10
գանե	10
գործեր	10
բոյով	10
որոշեցինք	10
բասմախներեն	10
նայած	10
հարու	10
յոռոխը	10
տղաք	10
ծանը	10
յոռոխով	10
քսե	10
գանիմ	10
թորոսին	10
սալայի	10
բադաս	10
արիր	10
2007	10
հարցունե	10
ակոփ	10
դավուլն	10
թո	10
թախըմ	10
գասիս	10
բը	10
սատանան	10
տաճկային	10
զարթարը	10
կկանչե	10
աչառներուն	10
խայերով	10
տիմածը	10
խաշըխ-բերեք	10
մեձ	10
աղլը	10
ամա	10
մէչը	10
մէր	10
մէմը	10
դպրոցի	9
սապախտան	9
ժողովրդի	9
դաս	9
կանեյինք	9
օրինակ	9
տեպի	9
գործերը	9
տարուք	9
հայի	9
կուզին	9
թռան	9
չեշիտ-չեշիտ	9
վերջը	9
յանգային	9
անկաջ	9
աներ	9
ուրիշին	9
գեղերուն	9
խոսքը	9
կերանք	9
կարելի	9
մարդ	9
պատմելուս	9
չափեն	9
գլոխի	9
հա-հա	9
ռոստովեն	9
շալթր	9
մըտա	9
գռիշ	9
բազարին	9
նեսեն	9
լըսածովը	9
բալաչաղա	9
խոսքերեն	9
չելլավ	9
արևը	9
հածո	9
վըրայեն	9
հատմ	9
նըստա	9
խելոք	9
միտքի	9
կըլամ	9
տեղի	9
ինքըտ	9
կուզենա	9
տուք	9
իմանալու	9
պակաս	9
ինքերը	9
առանը	9
100	9
բարեկամըս	9
յարդըմ	9
հանեցի	9
կոշիկները	9
առանին	9
կասինք	9
նայեցանք	9
քենարը	9
մեմալ	9
չեկավ	9
ձեռքով	9
գընա	9
տացա	9
օշտախներուն	9
տըղաք	9
նավեռնո	9
գալաջիներըս	9
հասանք	9
կուլուն	9
գուզիմ	9
խունդումեն	9
ատամանյանը	9
հանել	9
ուզեցած	9
մոտ	9
տեղեր	9
բերել	9
չեմ	9
անիվոր	9
խոզին	9
մաշդիկը	9
չոլ	9
բահերվան	9
որոնց	9
բաշլայե	9
4	9
խայրաթ	9
ուշադրություն	9
կազետին	9
աշոտը	9
համարյա	9
պատմած	9
որոշեցին	9
ամուր	9
սողոմոնյանը	9
խաչատուր	9
երգեր	9
աշխատանքը	9
պոչեն	9
մըտան	9
պատեն	9
չարավ	9
խրձըմ	9
ջեբը	9
հեծավ	9
չեշտա	9
ոտքով	9
կապրին	9
ինձիմեն	9
էգիր	9
խաղալ	9
քշերվան	9
քելլոնին	9
քուկուտ	9
ունին	9
արշալույսը	9
բոլ	9
ջամալ	9
միտքիս	9
աղչիկներուն	9
գուզիս	9
աբրանք	9
պատմիլ	9
գեշտան	9
քխմին	9
ոտքերուն	9
բաբայիդ	9
սուդյան	9
կլոխը	9
կենա	9
հալավները	9
ակոբը	9
ֆեդյան	9
սալա	9
էտեվի	9
ազբարին	9
սատեղը	9
բռիգադի	9
մաշինի	9
զվանիտ	9
կուգան	9
հոքուն	9
բռնելու	9
կապռել	9
տիկրան	9
խաչերեսը	9
քը	9
սաքոն	9
վառատա	9
լուկային	9
հալ	9
չոփին	9
տը	9
զվանիթ	9
ազբար	9
մաթային	9
գայնաձ	9
յանգաս	9
կոմունիզմա	9
ճիկա	9
վածյուխը	9
մորքուրմադ	9
արաբին	9
յէս	9
պանելու	8
առթիվ	8
պիտի	8
ցուցուց	8
գազը	8
ուժ	8
կարոտ	8
խոթեցին	8
տըղա	8
հայրենը	8
էկածը	8
խմից	8
կերավ	8
հալավ	8
պռնից	8
քովս	8
կանչեցին	8
տակն	8
պերանը	8
անկաջին	8
կըլային	8
յանգա	8
նման	8
գերեզման	8
կանգնած	8
չեն	8
սիրտըս	8
բացի	8
շարք	8
հոգիս	8
կմուտնուն	8
սերը	8
անցուց	8
կըտանին	8
քան	8
քսան	8
վաշդանը	8
հոդ	8
կելլիմ	8
արտորալեն	8
հոգուն	8
սարգիսը	8
իտա	8
աղաս	8
չեկած	8
ադկից	8
լսեցի	8
յալնըշ	8
տեբի	8
ըլամ	8
չուզենալեն	8
փորին	8
գրելու	8
չեղած	8
վերչանա	8
շախայի	8
ըլալեն	8
ցավին	8
սավուկը	8
ռոստովի	8
գործով	8
վառատայեն	8
կալաջիյի	8
կնկանըս	8
ախպորը	8
բաներուն	8
բալա	8
դերայի	8
բռնել	8
չալողով	8
լիզու	8
ատպես	8
գլոխն	8
խաբեր	8
օշտախներով	8
կըկայնե	8
արածին	8
եփորտեն	8
էղածն	8
գլոխիս	8
մաղազին	8
խմեցինք	8
բաշլայվեցավ	8
տալեն	8
խմած	8
կանեյի	8
մերոնք	8
ս	8
պետքին	8
հավան	8
ապրանքի	8
մուչկա	8
պատերազմը	8
կապված	8
շինըխվան	8
երեվի	8
նախագահը	8
կերան	8
ուզում	8
հենց	8
իմանալ	8
կարծեմ	8
արոտի	8
խոռունգ	8
3	8
գրի	8
սըթեմ	8
վաժատունի	8
դրի	8
չերվա	8
պերելու	8
չափով	8
թվականին	8
շենքը	8
սև	8
աշխեն	8
գրիգոր	8
բաբիյանի	8
խաղաղ	8
է…	8
բեկը	8
գեղեն	8
կըմանքա	8
հրաման	8
խոշտեցին	8
մտան	8
էշտաս	8
օսկին	8
էկող	8
հաքուց	8
խասեվեթ	8
խաթը	8
լուսերը	8
աչքերուն	8
փենջերեյեն	8
միտքին	8
մտնելու	8
կուտանք	8
օրերը	8
տեղանակ	8
տանյել	8
չենը	8
վայնային	8
տարիյե	8
ձիգառ	8
բաբիյիս	8
բաբիս	8
սոխախեն	8
դուռեն	8
ուժե	8
50	8
ըլալիք	8
հարսիս	8
տեսնուս	8
օֆ	8
գուդին	8
անողը	8
չեշիտով	8
ջաղաչքին	8
քուգուդ	8
բարի	8
մառկոն	8
սաշինխվան	8
չալթր	8
2010	8
խոշտիլ	8
ունեցան	8
խունկյանոս	8
բերանը	8
բերի	8
համա…	8
աղպորը	8
երգում	8
2-ու	8
քամիյի	8
վալծովկային	8
անօրը	8
աղվենուշ	8
ոտքիս	8
գիտիս	8
մեձի	8
սերին	8
գալու	8
կուգաս	8
հիվնդցավ	8
մաշինս	8
լսվեցավ	8
2014	8
մաթան	8
ինքնա	8
դղաք	8
դեղ	8
էրգվադ	8
իմիշ	8
կալետ	8
ատէնը	8
ընկա	7
յառին	7
տերվար	7
բացվեցավ	7
դերան	7
մաշինները	7
տեմը	7
թռավ	7
տառցավ	7
թոփցիկը	7
շարքի	7
երեխաները	7
հոսեն	7
դիրացին	7
աչքերեն	7
բանըմ	7
կուզեր	7
պատ	7
նեղութին	7
մամայիդ	7
վազից	7
կեշ	7
կապրե	7
ավտոբուս	7
ամենքին	7
քեզ	7
հաղթանակի	7
ստոլի	7
աղու	7
հատն	7
խրկից	7
զավալը	7
տինախին	7
չոփլուկ	7
սատկած	7
չուզին	7
վեց	7
մտնել	7
մինչոքի	7
էրկուս	7
լսել	7
կըպերիմ	7
կըհարցունում	7
այժմ	7
կիդին	7
լուկյանը	7
պատմածով	7
կնըստե	7
ցուրտ	7
աղպարըս	7
կընելու	7
սաշինըխ	7
խնդաց	7
չանելու	7
մուտնե	7
պանած	7
կընկանը	7
թոփցի	7
կընացած	7
հարն	7
քըցավե	7
հազար	7
փորը	7
կըհանե	7
հեքիմն	7
սըթեմով	7
մեռիլ	7
խամութեն	7
թեմիզին	7
քենվան	7
գիդիք	7
չեշիտմ	7
շիշային	7
կուդա	7
ցավի	7
փաթտած	7
քուքար	7
ելեք	7
հանեցինք	7
տարինք	7
բոլնիցա	7
վիզեն	7
պառկեցավ	7
փատ	7
ժամը	7
խեղեջը	7
գնացեք	7
պռնած	7
ինչն	7
կանցնին	7
գալաջիյին	7
կեշտաս	7
կըհարցունուն	7
ասվատուրը	7
քար	7
շեմին	7
ադնիմը	7
խմիչքի	7
հետեվանքը	7
